,de,en-GB,en,es,es-MX,fr-CA,fr,it,ja,ko,nl,ru,zh-Hans,zh-Hant
Challenge_Challenge24Description,"Schweißen klingt für mich wie Frittieren, also krieg ich hier richtig Kohldampf!","Welding sounds exactly like deep-frying to me, so this place makes me extremely hungry.","Welding sounds exactly like deep-frying to me, so this place makes me extremely hungry.",Ver al personal trabajando con soldadores me recuerda a mi freidora portátil. ¡Qué hambre!,Ver al personal trabajando con soldadores me recuerda a mi freidora portátil. ¡Qué hambre!,"Pour moi, la soudure, c'est un peu comme la friture. Alors, cet endroit me donne une de ces faims!","Pour moi, la soudure, c'est un peu comme la friture. Du coup, cet endroit me file une de ces dalles !","I suoni di una saldatrice sono identici a queli di una friggitrice per me, quindi questo posto mi mette fame.",溶接の音とアゲる音って似てるから、テンションがバチバチアガっちゃうよ！,용접 소리가 꼭 튀김 튀기는 소리 같아서 듣기 좋아!,"Lassen klinkt precies als frituren, dus ik krijg hier honger als een zeepaard.",Сварка звучит и пахнет для меня как жарка во фритюре. Что-то я проголодался...,焊接的声音和油炸的声音很像，所以能让心情噼里啪啦地高涨起来！,焊接的聲音跟油炸很像，所以心情也會跟著劈里啪啦地心跳加速喔！
Challenge_Challenge24Reward,Heißer Aufkleber,Sizzlin' Sticker,Sizzlin' Sticker,Pegatina chula,Calcomanía chévere,Autocollant grésillant,Autocollant brûlant,Adesivo infuocato,拾ったステッカー,주운 스티커,Gelikte sticker,Хрустящая наклейка,捡到的贴纸,撿到的貼紙
Challenge_Challenge24Title,Störwerft,Sturgeon Shipyard,Sturgeon Shipyard,Astillero Beluga,Astillero Beluga,Chantier Narval,Chantier Narval,Cantiere Pinnenere,チョウザメ造船,철갑상어 조선소,Walruswerf,Осетровые верфи,鲟鱼造船厂,鱘魚造船廠
Challenge_Challenge25Description,"Hier liegt was in der Luft, was mich an Abendessen erinnert. Langsam wird's Zeit für die Heimfahrt...",There's something in the air here that reminds me of dinnertime. I need to go home.,There's something in the air here that reminds me of dinnertime. I need to go home.,Es como si cierto aroma a fritura flotara en el ambiente... ¿Qué puedo prepararme de cena hoy?,Siento como un cierto aroma a fritura en el ambiente... ¿Qué me puedo preparar de cena hoy?,Je sens une odeur qui m'rappelle les bons petits plats d'chez moi. Faut que je rentre à la maison.,Je sens une odeur qui m'rappelle les bons petits plats d'chez moi. Ça m'ficherait presque le bourdon.,C'è qualcosa qui nell'aria che mi fa pensare alla cena. Devo tornare a casa.,夕飯時にフライの香りがすると、すぐ家に帰りたくなるよね～。,저녁 때 튀김 냄새가 나면 얼른 집에 가고 싶어져～,De luchtjes hier doen me denken aan etenstijd. Ik krijg er heimwee van.,Здесь в воздухе веет чем-то таким... знакомым и вкусным. Явно пора домой.,要是在晚饭时间闻到炸物的香味，就会让人想立马回家呢～,只要在晚餐時間聞到炸物的香氣，就會讓人想馬上趕回家呢～
Challenge_Challenge25Reward,Feines Foto,Hot Snapshot,Hot Snapshot,Foto espectacular,Foto espectacular,Photo ultra stylée,Photo ultra stylée,Foto fantastica,めちゃ映えフォト,SNS 감성 사진,Vette foto,Сверхклассный снимок,非常亮眼的照片,非常亮眼的照片
Challenge_Challenge25Title,Schollensiedlung,Flounder Heights,Flounder Heights,Complejo Medusa,Complejo Medusa,Appartements Filament,Lotissement Filament,Cime Sogliolose,ヒラメが丘団地,넙치 언덕 단지,Baleinbuurt,Микрорайон «Камбалово»,比目鱼住宅区,比目魚住宅區
Challenge_Challenge26Description,Wow! Ein neues Öl mit noch mehr Frittier-Power! Und es ist im Angebot!,Whoa! They've come up with a new oil for even deeper frying. And it's on sale!,Whoa! They've come up with a new oil for even deeper frying. And it's on sale!,¡Ostras! ¡Venden un nuevo tipo de aceite para freír! ¡Y está genial de precio!,¡Uoh! ¡Venden un nuevo tipo de aceite para freír! ¡Y está en oferta!,Wahou! De l'huile avec une nouvelle formule « Encore plus croustillant »!,Wahou ! De l'huile avec une nouvelle formule « Encore plus croustillant » !,Ehi! Hanno inventato un nuovo tipo di olio per una frittura ancora più profonda. Ed è in offerta!,あ！新しいアゲ油売ってる！！,앗! 처음 보는 튀김용 기름을 팔고 있잖아?!,Wauw! Een nieuw soort olie met nog meer frituurkracht! En hij is in de aanbieding!,Жар-кальмар! Они изобрели новое масло — «для более глубокой прожарки»! На него как раз скидка!,啊！这里能买到全新的烹炸油！！,啊！這裡正在販售新的炸油！！
Challenge_Challenge26Reward,Heißer Aufkleber,Sizzlin' Sticker,Sizzlin' Sticker,Pegatina chula,Calcomanía chévere,Autocollant grésillant,Autocollant brûlant,Adesivo infuocato,拾ったステッカー,주운 스티커,Gelikte sticker,Хрустящая наклейка,捡到的贴纸,撿到的貼紙
Challenge_Challenge26Title,Cetacea-Markt,MakoMart,MakoMart,Ultramarinos Orca,Ultramarinos Orca,Supermarché Cétacé,Supermarché Cétacé,Mercatotano,ザトウマーケット,혹등 마켓,Bultrugbazaar,«Горбуша-Маркет»,座头购物中心,座頭購物中心
Challenge_Challenge27Description,Hier schlägt mein Herz schneller als beim Anblick eines Frittierkorbs voller Mozzarella-Sticks!,This place makes my heart race faster than when I spy a basket of deep-fried mozzarella sticks!,This place makes my heart race faster than when I spy a basket of deep-fried mozzarella sticks!,¡En sitios así me emociono más que ante un plato de croquetas!,¡Este lugar me hace más feliz que un plato de tostones bien crujientes!,Cet endroit m'fait plus d'effet que la vue de bâtonnets d'mozzarella frits!,Cet endroit m'fait plus d'effet que la vue de bâtonnets d'mozzarella frits !,"Questo posto mi fa battere forte il cuore! Anzi, quasi mi frigge il cervello.",こんなアガる要素しかない場所、アガり過ぎ注意報だよ～！ジュワワ～！！！,이렇게 신나는 것들로 가득한 곳에서는 너무 흥분하지 않도록 조심해야 해～!!!,"Wat een heerlijke plek om te ontspannen. Lekker, bij het zwembad. Met een schaal vol gefrituurde kaassticks.","Ух, как сердце колотится! В последний раз так было, когда я учуял сырные палочки «фри». Это точно особое место!",这个地方到处都充满了令人心跳加速的要素，得提醒大家不要太兴奋才行呢～！酥～！！！,這裡充滿了令人心跳加速的要素，得小心別興奮過度喔～！酥啊～！！！
Challenge_Challenge27Reward,Feines Foto,Hot Snapshot,Hot Snapshot,Foto espectacular,Foto espectacular,Photo ultra stylée,Photo ultra stylée,Foto fantastica,めちゃ映えフォト,SNS 감성 사진,Vette foto,Сверхклассный снимок,非常亮眼的照片,非常亮眼的照片
Challenge_Challenge27Title,Mahi-Mahi-Resort,Mahi-Mahi Resort,Mahi-Mahi Resort,Spa Cala Bacalao,Spa Cala Bacalao,Spa C-ta-C,Club Ca$halot,Villanguilla,マヒマヒリゾート＆スパ,만새기 리조트＆스파,El Dorade-resort,Спа-курорт «Золотая рыбка»,鬼头刀SPA度假区,鬼頭刀SPA度假區
Challenge_Challenge28Description,Ooooh... Auf der Achterbahn flattert die Panade!,"Ooo...roller coasters really batter your body, don't they?","Ooo...roller coasters really batter your body, don't they?",Los vaivenes de la montaña rusa serían ideales para batir masa de fritura sin mucho esfuerzo.,Los vaivenes de la montaña rusa serían ideales para batir masa de fritura sin mucho esfuerzo.,"Oooh... J'ai souvent plus très faim, après un tour de grand huit...","Oooh... J'ai souvent plus très faim, après un tour de grand huit...","Oooh... Quando scendi dalle montagne russe, hai le gambe davvero impastellate, eh?",ジェットコースターに乗った後って、ナゼか身軽に感じるんだよね～。,제트 코스터를 타고 나면 어쩐지 몸이 가볍게 느껴져～,"Ooo, op zo'n achtbaan wordt je deeg flink gekneed!","О-го-го! Инкопольские горки щекочут нервы не хуже, чем жареная картошечка обоняние...",乘坐过山车之后，不知为什么，总感觉身体轻飘飘的呢～,在搭了雲霄飛車之後，感覺身體不知為何變得好輕盈呢～
Challenge_Challenge28Reward,Graffiti,Graffiti Wallpaper,Graffiti Wallpaper,Fondo grafiti,Fondo grafiti,Fond d'écran graffiti,Fond d'écran graffiti,Sfondo graffitaro,グラフィティ壁紙,그라피티 배경 화면,Graffitiwallpaper,Обои с граффити,涂鸦壁纸,塗鴉桌布
Challenge_Challenge28Title,Flunder-Funpark,Wahoo World,Wahoo World,Pirañalandia,Pirañalandia,Parc Carapince,Parc Carapince,Soglioland,スメーシーワールド,초밥 월드,Waterwonderland,Луна-парк «Язь»,醋饭海洋世界,醋飯海洋世界
Challenge_Challenge29Description,Hier kann's ganz schön einsam sein. Kein Happen zu essen weit und breit...,It can be pretty lonely here. Not a bite to eat as far as the eye can see...,It can be pretty lonely here. Not a bite to eat as far as the eye can see...,Qué paz y soledad se respiran aquí... Lo malo es que no hay ni un triste puesto de comida.,Cuánta paz y soledad se respira aquí... Lo malo es que no hay ni un solo puesto de comida.,"Qu'est-ce qu'on se sent seul, par ici. Y a même pas un peu d'fretin à s'mettre sous la pince...","Qu'est-ce qu'on se sent seul, par ici. Y a même pas un peu d'fretin à s'mettre sous la pince...",Che posto solitario. Niente da mettere sotto i denti all'orizzonte...,ハイカラ地方にもサクサク稼げるバイトがあるんだね～！って、ココどこ～？,"오더폴리스 지방에도 벌이가 짭짤한 아르바이트가 있구나～! 어, 그런데 여기는 어디지～?",Dit is maar een eenzame plek. In de hele omtrek valt er hier niks te smikkelen...,Здесь как-то пустынно и грустно. И перекусить нечем.,原来尚兴地区也有能够快速赚钱的打工啊～！咦？这里是哪里～？,看來尚興地區也有能夠快速賺錢的爽脆打工呢～！話說，這是哪裡啊～？
Challenge_Challenge29Reward,Zwielichtiges Foto,Hot Sunset Snapshot,Hot Sunset Snapshot,Foto crepuscular,Foto crepuscular,Photo crépusculaire,Photo crépusculaire,Foto al tramonto,めちゃたそがれフォト,해 질 녘 사진,Schemerfoto,Снимок огриленного заката,黄昏时刻的照片,黃昏時刻的照片
Challenge_Challenge29Title,Schiffswrack-Insel,Marooner's Bay,Marooner's Bay,Bahía Deriva,Bahía Deriva,Épave des braves,Épave des braves,Isoletta del relitto,難破船ドン・ブラコ,난파선 돈 브라코,Wrak van de ms Grondel,Корабль «Дон Брак»,漂浮落难船,漂浮落難船
Challenge_Journey2Description,"Hey, was läuft? Der nächste Halt meiner Tour ist Inkopolis.<br />Ist schon 'n Weilchen her, dass ich zuletzt da war, aber ich wette, da ist es immer noch stylish wie eh und je!<br />Ich klappere ein paar bekannte Orte ab und erforsche mein früheres Ich, um mein jetziges noch knuspriger zu machen!","Hey, gang! I've decided that my next stop on the Wandercrust Tour will be Greater Inkopolis. <br />I actually grew up in the area, but I haven't been back in a hot minute. <br />So this journey will be all about self-discovery. I want to examine my soggy past and work on making my future as crispy as possible.<br />After all, if you're not double frying, you're not trying. Right?!","Hey, gang! I've decided that my next stop on the Wandercrust Tour will be Greater Inkopolis. <br />I actually grew up in the area, but I haven't been back in a hot minute. <br />So this journey will be all about self-discovery. I want to examine my soggy past and work on making my future as crispy as possible.<br />After all, if you're not double frying, you're not trying. Right?!","¡Hola, chavalada! He decidido que la próxima parada en mi ruta la haré en la región de Tintelia.<br />Ya hace una buena temporada que no asomo los bigotes por allí, así que será algo así como una<br />visita de redescubrimiento. Podré recordar mi pasado y dejarme llevar por las nuevas tendencias<br />que hayan surgido. ¡Basta de refritos! ¡Hay que modernizarse!","¡Hola, hola! Decidí que la próxima parada de mi ruta será la región de Tintelia.<br />Hace un buen tiempo que no asomo los bigotes por ahí, así que será algo así como una visita de redescubrimiento. Podré recordar mi pasado y dejarme llevar por las nuevas tendencias que hayan surgido.<br />¡Basta de refritos! ¡Hay que modernizarse!","Salut, ça pince? J'me suis dit que comme prochaine étape, la région d'Chromapolis s'rait l'endroit rêvé.<br />Pour la p'tite histoire, c'est là qu'j'ai grandi, mais j'y suis pas r'tourné depuis un paquet de marées.<br />Alors ce voyage a tout d'une quête des origines. J'dois bien m'plonger dans mon passé trouble, si j'veux que mon avenir soit l'plus limpide possible.<br />Après tout, qui ne décante rien n'a rien!","Salut, ça pince ? J'me suis dit que comme prochaine étape, la région d'Chromapolis s'rait l'endroit rêvé.<br />Pour la p'tite histoire, c'est là qu'j'ai grandi, mais j'y suis pas r'tourné depuis un paquet de marées.<br />Alors ce voyage a tout d'une quête des origines. J'dois bien m'plonger dans mon passé trouble, si j'veux que mon avenir soit l'plus limpide possible.<br />Après tout, qui ne décante rien n'a rien !","Ehi, gente! Ho deciso che la mia prossima tappa del Gambertour sarà Coloropoli.<br />Sono cresciuto nella zona, in realtà, ma non ci torno da un po'.<br />Quindi questo sarà un viaggio di autoscoperta. Voglio esaminare il mio passato limaccioso e impegnarmi per rendere il mio futuro il più croccante possibile.<br />Dopotutto, o si frigge fino in fondo, o è meglio lasciar perdere. Giusto?!",「チャレンジャー・ロブ」としての次の目的地は『ハイカラ地方』に決めたよ～。<br />ってわけで、この旅を引き続き支援してくれるサポーターをパリッと募集するよ！<br />ハイカラ地方は、僕が旅を始める前に住んでた街もあるんだけど、いまもハイカラな香りたっぷりのツヤツヤアゲアゲな場所なんだよね～。<br />そういった思い出の場所を巡りながら、「過去の自分」も見つめ直して「いまの自分」を更にアゲ直したいんだよね！<br />この「二度アゲの旅」、ガチでホットっしょ？！ってことでヨロシク～！,"「챌린저 롭」의 다음 목적지는 『오더폴리스 지방』으로 결정했어～<br />그런 이유로 이 여행을 계속해서 지원해 줄 서포터를 모집하고 있지!<br />오더폴리스 지방은 내가 여행을 시작하기 전에 살던 타운인데, 지금도 스타일리시하고 반지르르한 멋쟁이들로 가득한 곳이야～<br />그런 추억의 장소를 순회하며 「과거의 자신」을 돌아보고 「지금의 자신」을 더욱 발전시켜 나가고 싶어!<br />이 「두 번째 여행」 정말 재밌을 것 같지 않아?! 이번에도 잘 부탁할게～!","Hé, guppen! De volgende stop op mijn Aardboltoer is Inkopolis.<br />Ik ben daar in de buurt opgegroeid, maar ik ben er al een tijdje niet meer geweest. Het is er vast nog net zo modieus als toen!<br />Dit is ook een beetje een reis om te ontdekken waar ik vandaan kom. Ik wil mijn zompige verleden verkennen en hard werken voor een zo krokant mogelijke toekomst!","Жизнь бурлит и кипит?<br />Я решил, что следующей остановкой моего Закрас-тура станет Инкопольский регион! Помню, как я там рос совсем маленьким рачком. Эх, давненько я там не бывал... Наверное, этот тур посвящен самопознанию: я собираюсь изучить свое постное прошлое, чтобы сделать будущее хрустящим и аппетитным. Совместим приятное с полезным!",“挑战者·阿龙”的下一个目的地决定是“尚兴地区”了哦～<br />所以我也在啪啦啪啦地募集能够继续支援这场旅行的支援者！<br />其实我在开始旅行前居住的城镇就在尚兴地区，如今这里还是洋溢着尚兴的香气，耀眼且激情炸响的地方呢～<br />我想在这充满回忆的地方巡游的同时重新审视“过去的自己”，并重新炸出“真正的自己”！<br />这场“复炸之旅”真的很火热对吧？！就是这样，请多指教～！,「挑戰者阿龍」的下一個目的地已經決定是「尚興地區」囉～<br />目前正在氣勢如虹地招募願意持續支持這趟旅程的支持者喔！<br />尚興地區是我踏上旅程之前居住的城鎮，那裡現在依然是個洋溢著尚興風格，既璀璨又火熱的地方呢～<br />我想要去看看那些充滿回憶的地點，與此同時回顧「過去的自己」，並再度「脆」鍊「現在的自己」！<br />這趟「再脆之旅」感覺超火熱的對吧！？還請多多關照囉～！
